Comune,PROV,ISTAT,Zona_Climatica,Sottozona,Latitudine,Longitudine,Altitudine
CAVARGNA,CO,13062,F,-,46.093333333333334,9.114166666666666,764
CAVARIA CON PREMEZZO,VA,12048,E,4,45.69888888888889,8.805000000000001,257
CAVERNAGO,BG,16066,E,5,45.630833333333335,9.766388888888889,177
CAVRIANA,MN,20018,E,7,45.3525,10.601666666666667,43
CAZZAGO BRABBIA,VA,12049,E,4,45.79944444444444,8.732222222222223,238
CAZZAGO SAN MARTINO,BS,17046,E,7,45.58222222222223,10.025,133
CECIMA,PV,18042,E,8,44.85277777777778,9.081111111111111,231
CEDEGOLO,BS,17047,E,3,46.078611111111115,10.349444444444446,373
CEDRASCO,SO,14016,F,-,46.15083333333333,9.768055555555556,273
CEDRASCO,SO,14016,F,-,46.15083333333333,9.768055555555556,273
CELLA DATI,CR,19028,E,7,45.096111111111114,10.2225,31
CELLATICA,BS,17048,E,7,45.58777777777778,10.180277777777777,127
CELLATICA,BS,17048,E,3,45.58777777777778,10.180277777777777,127
CENATE SOPRA,BG,16068,E,3,45.711666666666666,9.826666666666666,276
CENATE SOTTO,BG,16069,E,4,45.69972222222222,9.824166666666667,247
CENE,BG,16070,E,3,45.780833333333334,9.82611111111111,340
CERANOVA,PV,18043,E,6,45.26222222222222,9.241944444444444,81
CERCINO,SO,14017,E,1,46.15972222222222,9.508333333333333,208
CERESARA,MN,20019,E,7,45.26611111111111,10.569166666666666,34
CERETE,BG,16071,E,3,45.86361111111111,9.991666666666665,429
CERETTO LOMELLINA,PV,18044,E,6,45.246944444444445,8.673055555555555,107
CERGNAGO,PV,18045,E,6,45.2,8.773333333333333,100
CERMENATE,CO,13064,E,4,45.69972222222222,9.07861111111111,245
CERNOBBIO,CO,13065,E,4,45.8425,9.077222222222222,199
CERNOBBIO,CO,13065,E,2,45.8425,9.077222222222222,199
CERNUSCO LOMBARDONE,LC,97020,E,4,45.693888888888885,9.399444444444445,242
CERNUSCO SUL NAVIGLIO,MI,15070,E,5,45.52583333333333,9.331111111111111,123
CERRO AL LAMBRO,MI,15071,E,6,45.33388888888889,9.34388888888889,81
CERRO AL LAMBRO,MI,15071,E,5,45.33388888888889,9.34388888888889,81
CERRO MAGGIORE,MI,15072,E,5,45.59388888888889,8.949722222222222,167
CERRO MAGGIORE,MI,15072,E,4,45.59388888888889,8.949722222222222,167
CERTOSA DI PAVIA,PV,18046,E,6,45.25416666666667,9.129444444444445,88
CERVENO,BS,17049,E,3,46.004444444444445,10.325555555555555,323
CERVESINA,PV,18047,E,6,45.064166666666665,9.016944444444444,68
CESANA BRIANZA,LC,97021,E,4,45.81916666666667,9.300555555555556,258
CESANO BOSCONE,MI,15074,E,5,45.44888888888889,9.092222222222222,116
CESATE,MI,15076,E,5,45.59805555555556,9.078055555555554,184
CETO,BS,17050,E,3,46.00388888888889,10.351388888888888,323
CEVO,BS,17051,F,-,46.081388888888895,10.371944444444445,426
CHIARI,BS,17052,E,7,45.536944444444444,9.929166666666665,118
CHIAVENNA,SO,14018,E,1,46.32138888888889,9.401944444444444,286
CHIESA IN VALMALENCO,SO,14019,F,-,46.264722222222225,9.8475,916
CHIEVE,CR,19029,E,6,45.34111111111111,9.615,67
CHIGNOLO PO,PV,18048,E,6,45.155277777777776,9.490277777777777,51
CHIUDUNO,BG,16073,E,5,45.65138888888889,9.850277777777777,199
CHIUDUNO,BG,16073,E,4,45.65138888888889,9.850277777777777,199
CHIURO,SO,14020,E,1,46.17333333333333,9.989722222222222,349
CICOGNOLO,CR,19030,E,7,45.16444444444444,10.196111111111112,39
CIGOGNOLA,PV,18049,E,8,45.03527777777778,9.24611111111111,77
CIGOGNOLA,PV,18049,E,6,45.03527777777778,9.24611111111111,77
CIGOLE,BS,17053,E,7,45.309444444444445,10.193888888888889,48
CILAVEGNA,PV,18050,E,6,45.3125,8.743333333333332,108
CIMBERGO,BS,17054,F,-,46.02472222222222,10.364444444444445,463
CINISELLO BALSAMO,MI,15077,E,5,45.5575,9.213055555555554,146
CINO,SO,14021,F,-,46.16,9.486388888888888,325
CIRIMIDO,CO,13068,E,4,45.70138888888889,9.013055555555555,261
CISANO BERGAMASCO,BG,16074,E,4,45.74527777777778,9.473888888888888,194
CISERANO,BG,16075,E,5,45.58722222222222,9.6025,153
CISLAGO,VA,12050,E,5,45.66027777777778,8.971944444444444,225
CISLAGO,VA,12050,E,4,45.66027777777778,8.971944444444444,225
CISLIANO,MI,15078,E,5,45.44638888888888,8.988055555555555,118
CITTIGLIO,VA,12051,E,4,45.9,8.661388888888888,218
CITTIGLIO,VA,12051,E,2,45.9,8.661388888888888,218
CIVATE,LC,97022,E,4,45.82833333333333,9.343611111111112,224
CIVIDATE AL PIANO,BG,16076,E,7,45.55638888888888,9.835,125
CIVIDATE AL PIANO,BG,16076,E,5,45.55638888888888,9.835,125
CIVIDATE CAMUNO,BS,17055,E,3,45.943888888888885,10.27888888888889,250
CIVO,SO,14022,F,-,46.15888888888889,9.581111111111111,237
CLAINO CON OSTENO,CO,13071,E,2,46.0075,9.083333333333334,271
CLIVIO,VA,12052,E,4,45.86527777777778,8.93,395
CLUSONE,BG,16077,E,3,45.891666666666666,9.946111111111112,475
COCCAGLIO,BS,17056,E,7,45.56527777777777,9.978333333333333,138
CODEVILLA,PV,18051,E,8,44.96416666666667,9.061388888888889,90
CODOGNO,LO,98019,E,6,45.16222222222222,9.705555555555556,56
COLERE,BG,16078,F,-,45.97555555555556,10.083055555555555,600
COLICO,LC,97023,E,2,46.13722222222222,9.371666666666668,199
COLICO,LC,97023,E,1,46.13722222222222,9.371666666666668,199
COLLE BRIANZA,LC,97024,E,4,45.76444444444444,9.363888888888889,378
COLLEBEATO,BS,17057,E,7,45.583333333333336,10.213333333333333,168
COLLEBEATO,BS,17057,E,3,45.583333333333336,10.213333333333333,168
COLLIO,BS,17058,F,-,45.81083333333333,10.334444444444445,677
COLOGNE,BS,17059,E,7,45.586111111111116,9.944166666666668,162
COLOGNO AL SERIO,BG,16079,E,5,45.58027777777778,9.7075,137
COLOGNO MONZESE,MI,15081,E,5,45.53055555555555,9.278333333333334,130
COLONNO,CO,13074,E,2,45.95888888888889,9.154166666666667,199
COLORINA,SO,14023,F,-,46.152499999999996,9.734444444444444,260
COLTURANO,MI,15082,E,5,45.38111111111111,9.338611111111112,80
COLZATE,BG,16080,E,3,45.81888888888889,9.856388888888889,393
COMABBIO,VA,12054,E,4,45.77361111111111,8.674444444444443,243
COMAZZO,LO,98020,E,6,45.44277777777778,9.465,82
COMERIO,VA,12055,E,4,45.84138888888889,8.745,286
COMERIO,VA,12055,E,2,45.84138888888889,8.745,286
COMMESSAGGIO,MN,20020,E,7,45.03638888888889,10.545833333333333,20
COMO,CO,13075,E,4,45.80694444444444,9.088055555555556,199
COMO,CO,13075,E,2,45.80694444444444,9.088055555555556,199
COMUN NUOVO,BG,16081,E,5,45.62277777777778,9.661944444444444,171
COMUN NUOVO,BG,16081,E,4,45.62277777777778,9.661944444444444,171
CONCESIO,BS,17061,E,7,45.60194444444445,10.22638888888889,187
CONCESIO,BS,17061,E,3,45.60194444444445,10.22638888888889,187
CONFIENZA,PV,18052,E,6,45.33305555555556,8.556666666666667,120
COPIANO,PV,18053,E,6,45.198611111111106,9.324444444444444,66
CORANA,PV,18054,E,6,45.062777777777775,8.969166666666666,69
CORBETTA,MI,15085,E,5,45.466944444444444,8.921666666666667,127
CORMANO,MI,15086,E,5,45.54694444444444,9.17,145
CORNA IMAGNA,BG,16082,F,-,45.83305555555556,9.544722222222221,425
CORNALBA,BG,16249,F,-,45.8525,9.745,700
CORNAREDO,MI,15087,E,5,45.50388888888889,9.025555555555556,132
CORNEGLIANO LAUDENSE,LO,98021,E,6,45.28805555555555,9.488333333333333,76
CORNO GIOVINE,LO,98022,E,6,45.13444444444444,9.758888888888889,42
CORNOVECCHIO,LO,98023,E,6,45.138888888888886,9.799444444444445,39
CORRIDO,CO,13077,E,2,46.04805555555556,9.138333333333334,310
CORSICO,MI,15093,E,5,45.4325,9.108611111111111,113
CORTE FRANCA,BS,17062,E,7,45.63055555555555,9.985277777777776,185
CORTE PALASIO,LO,98024,E,6,45.311388888888885,9.564444444444446,62
CORTENO GOLGI,BS,17063,F,-,46.1675,10.239999999999998,695
CORTENO GOLGI,BS,17063,F,-,46.1675,10.239999999999998,695
CORTENO GOLGI,BS,17063,F,-,46.1675,10.239999999999998,695
CORTENOVA,LC,97025,E,2,46.003055555555555,9.386111111111111,429
CORVINO SAN QUIRICO,PV,18057,E,8,45.01305555555555,9.161666666666667,80
CORVINO SAN QUIRICO,PV,18057,E,6,45.01305555555555,9.161666666666667,80
CORZANO,BS,17064,E,7,45.44472222222222,10.008611111111112,80
COSIO VALTELLINO,SO,14024,F,-,46.13472222222222,9.533888888888889,207
COSTA DI MEZZATE,BG,16084,E,5,45.66361111111111,9.793055555555556,197
COSTA DI MEZZATE,BG,16084,E,4,45.66361111111111,9.793055555555556,197
COSTA MASNAGA,LC,97026,E,4,45.768055555555556,9.281666666666668,239
COSTA VALLE IMAGNA,BG,16085,F,-,45.80305555555555,9.505277777777778,800
COSTA VALLE IMAGNA,BG,16085,F,-,45.80305555555555,9.505277777777778,800
COSTA VOLPINO,BG,16086,E,3,45.831388888888895,10.09388888888889,185
COVO,BG,16087,E,5,45.501666666666665,9.77138888888889,106
COZZO,PV,18059,E,6,45.193888888888885,8.611944444444443,102
CRANDOLA VALSASSINA,LC,97027,F,-,46.025,9.379166666666666,500
CREDARO,BG,16088,E,7,45.660555555555554,9.9275,174
CREDARO,BG,16088,E,4,45.660555555555554,9.9275,174
CREDERA RUBBIANO,CR,19034,E,6,45.303888888888885,9.654722222222222,53
CREMA,CR,19035,E,6,45.36388888888889,9.688611111111111,66
CREMELLA,LC,97028,E,4,45.740833333333335,9.304444444444446,320
CREMENAGA,VA,12056,E,2,45.99055555555556,8.804166666666667,252
CREMENO,LC,97029,F,-,45.93694444444444,9.473333333333333,636
CREMIA,CO,13083,E,2,46.08861111111111,9.270277777777778,199
CREMONA,CR,19036,E,7,45.13388888888889,10.024444444444445,36
CREMOSANO,CR,19037,E,6,45.39666666666667,9.641944444444444,78
CRESPIATICA,LO,98025,E,6,45.35722222222223,9.575833333333334,67
CROSIO DELLA VALLE,VA,12057,E,4,45.760555555555555,8.769166666666667,294
CUASSO AL MONTE,VA,12058,E,4,45.91583333333333,8.880555555555556,274
CUASSO AL MONTE,VA,12058,E,2,45.91583333333333,8.880555555555556,274
CUCCIAGO,CO,13084,E,4,45.74027777777778,9.096111111111112,255
CUGGIONO,MI,15096,E,5,45.50666666666667,8.816944444444443,121
CUMIGNANO SUL NAVIGLIO,CR,19039,E,6,45.355000000000004,9.837222222222223,59
CUNARDO,VA,12060,E,2,45.93722222222222,8.802777777777779,298
CURA CARPIGNANO,PV,18060,E,6,45.21472222222223,9.254722222222222,68
CURIGLIA CON MONTEVIASCO,VA,12061,F,-,46.06166666666666,8.803055555555556,453
CURNO,BG,16089,E,4,45.69194444444444,9.61111111111111,195
CURTATONE,MN,20021,E,7,45.135,10.721666666666668,16
CUSAGO,MI,15097,E,5,45.448055555555555,9.033888888888889,118
CUSANO MILANINO,MI,15098,E,5,45.55222222222222,9.18,148
CUSINO,CO,13085,F,-,46.07527777777778,9.151666666666667,600
CUSIO,BG,16090,F,-,45.992222222222225,9.603333333333333,635
CUSIO,BG,16090,F,-,45.992222222222225,9.603333333333333,635
CUVEGLIO,VA,12062,E,2,45.90861111111111,8.741388888888888,264
CUVIO,VA,12063,E,4,45.89722222222222,8.732777777777779,264
CUVIO,VA,12063,E,2,45.89722222222222,8.732777777777779,264
DAIRAGO,MI,15099,E,5,45.56666666666667,8.86361111111111,186
DAIRAGO,MI,15099,E,4,45.56666666666667,8.86361111111111,186
DALMINE,BG,16091,E,5,45.64694444444444,9.600555555555555,166
DALMINE,BG,16091,E,4,45.64694444444444,9.600555555555555,166
DARFO BOARIO TERME,BS,17065,E,3,45.88111111111111,10.183333333333334,206
DAVERIO,VA,12064,E,4,45.778888888888886,8.771666666666668,258
DAZIO,SO,14025,F,-,46.163333333333334,9.601666666666667,300
DELEBIO,SO,14026,F,-,46.1375,9.466111111111111,199
DELLO,BS,17066,E,7,45.41888888888889,10.075833333333334,70
DEROVERE,CR,19040,E,7,45.111111111111114,10.248055555555554,31
DERVIO,LC,97030,E,2,46.07833333333333,9.306111111111111,199
DESENZANO DEL GARDA,BS,17067,E,7,45.473055555555554,10.538611111111111,65
DIZZASCO,CO,13087,E,2,45.94583333333333,9.1,250
DOLZAGO,LC,97031,E,4,45.77166666666667,9.344166666666668,272
DOMASO,CO,13089,E,2,46.15277777777778,9.328055555555554,199
DONGO,CO,13090,E,2,46.126111111111115,9.281111111111112,199
DORIO,LC,97032,E,2,46.10305555555556,9.320277777777777,199
DORNO,PV,18061,E,6,45.155833333333334,8.951944444444443,70
DOSOLO,MN,20022,E,7,44.95388888888889,10.642222222222221,21
DOSSENA,BG,16092,F,-,45.88055555555555,9.701944444444443,471
DOSSO DEL LIRO,CO,13092,E,2,46.165,9.273611111111112,350
DOVERA,CR,19041,E,6,45.36694444444444,9.5425,70
DRESANO,MI,15101,E,5,45.37388888888889,9.361944444444443,87
DUBINO,SO,14027,E,2,46.155,9.46111111111111,199
DUBINO,SO,14027,E,1,46.155,9.46111111111111,199
DUMENZA,VA,12065,E,2,46.02194444444444,8.786944444444444,300
DUNO,VA,12066,E,2,45.914722222222224,8.737777777777778,425
EDOLO,BS,17068,F,-,46.18083333333333,10.329444444444444,638
EDOLO,BS,17068,F,-,46.18083333333333,10.329444444444444,638
ELLO,LC,97033,E,4,45.788333333333334,9.365277777777777,345
ENDINE GAIANO,BG,16093,E,3,45.79222222222222,9.974166666666667,337
ENTRATICO,BG,16094,E,4,45.706944444444446,9.875,260
ENTRATICO,BG,16094,E,3,45.706944444444446,9.875,260
ERBA,CO,13095,E,4,45.81083333333333,9.216944444444444,259
ERBA,CO,13095,E,2,45.81083333333333,9.216944444444444,259
ERBUSCO,BS,17069,E,7,45.59916666666667,9.973888888888888,180
ERVE,LC,97034,E,4,45.82055555555556,9.451388888888888,400
ERVE,LC,97034,E,3,45.82055555555556,9.451388888888888,400
ESINE,BS,17070,E,3,45.92583333333333,10.25611111111111,225
ESINO LARIO,LC,97035,F,-,45.99777777777778,9.335,554
EUPILIO,CO,13097,E,4,45.81944444444445,9.264166666666666,258
FAEDO VALTELLINO,SO,14028,F,-,46.155,9.90638888888889,290
FAGGETO LARIO,CO,13098,E,4,45.86083333333333,9.160277777777779,199
FAGGETO LARIO,CO,13098,E,2,45.86083333333333,9.160277777777779,199
FAGNANO OLONA,VA,12067,E,4,45.67111111111111,8.873333333333333,224
FALOPPIO,CO,13099,E,4,45.81055555555555,8.965833333333332,285
FARA OLIVANA CON SOLA,BG,16097,E,5,45.495555555555555,9.749166666666666,101
FERNO,VA,12068,E,4,45.615,8.755,208
FERRERA DI VARESE,VA,12069,E,2,45.93527777777778,8.785555555555556,242
FERRERA ERBOGNONE,PV,18062,E,6,45.11555555555556,8.865555555555556,76
FIESCO,CR,19043,E,6,45.33694444444445,9.781111111111112,68
FIESSE,BS,17071,E,7,45.23361111111111,10.321388888888889,34
FIGINO SERENZA,CO,13101,E,4,45.71388888888889,9.131388888888889,280
FILAGO,BG,16098,E,5,45.640277777777776,9.557222222222222,166
FILIGHERA,PV,18063,E,6,45.17916666666667,9.314444444444446,62
FINO DEL MONTE,BG,16099,F,-,45.8925,9.99472222222222,636
FINO MORNASCO,CO,13102,E,4,45.74472222222222,9.052777777777779,257
FIORANO AL SERIO,BG,16100,E,3,45.80083333333333,9.843055555555557,375
FLERO,BS,17072,E,7,45.48416666666667,10.176666666666666,95
FOMBIO,LO,98026,E,6,45.13861111111111,9.684444444444445,45
FONTANELLA,BG,16101,E,6,45.47027777777778,9.801666666666668,89
FONTANELLA,BG,16101,E,5,45.47027777777778,9.801666666666668,89
FONTENO,BG,16102,E,3,45.759166666666665,10.020000000000001,375
FOPPOLO,BG,16103,F,-,46.04611111111111,9.751666666666667,1300
FOPPOLO,BG,16103,F,-,46.04611111111111,9.751666666666667,1300
FORCOLA,SO,14029,F,-,46.159166666666664,9.662777777777778,260
FORESTO SPARSO,BG,16104,E,3,45.6975,9.90638888888889,245
FORMIGARA,CR,19044,E,6,45.224722222222226,9.770277777777778,43
FORNOVO SAN GIOVANNI,BG,16105,E,5,45.49777777777778,9.677777777777777,103
FORTUNAGO,PV,18064,E,8,44.92305555555555,9.185833333333333,257
FRASCAROLO,PV,18065,E,6,45.04722222222222,8.681944444444444,80
FUIPIANO VALLE IMAGNA,BG,16106,F,-,45.85444444444445,9.528055555555556,700
FUSINE,SO,14030,F,-,46.15138888888889,9.750833333333333,271
FUSINE,SO,14030,F,-,46.15138888888889,9.750833333333333,271
GAGGIANO,MI,15103,E,5,45.40861111111111,9.033055555555556,108
GALBIATE,LC,97036,E,4,45.818333333333335,9.373888888888889,199
GALGAGNANO,LO,98027,E,6,45.36027777777778,9.448333333333334,71
GALLARATE,VA,12070,E,4,45.66083333333333,8.794722222222221,227
GALLIATE LOMBARDO,VA,12071,E,4,45.785555555555554,8.769166666666667,238
GALLIAVOLA,PV,18066,E,6,45.09861111111111,8.819722222222222,78
GAMBARA,BS,17073,E,7,45.25472222222222,10.296388888888888,37
GAMBARANA,PV,18067,E,6,45.03,8.764166666666666,75
GANDELLINO,BG,16107,F,-,45.99111111111111,9.947777777777778,674
GANDINO,BG,16108,E,3,45.81222222222222,9.905277777777778,425
GANDOSSO,BG,16109,E,4,45.66361111111111,9.887222222222222,242
GARBAGNATE MILANESE,MI,15105,E,5,45.57833333333333,9.078888888888889,167
GARBAGNATE MILANESE,MI,15105,E,4,45.57833333333333,9.078888888888889,167
GARBAGNATE MONASTERO,LC,97037,E,4,45.77472222222222,9.302222222222223,260
GARDONE RIVIERA,BS,17074,E,3,45.623333333333335,10.564166666666667,65
GARDONE VAL TROMPIA,BS,17075,E,3,45.69083333333333,10.182777777777778,301
GARGNANO,BS,17076,E,3,45.69,10.664444444444445,65
GARLASCO,PV,18069,E,6,45.197222222222216,8.923055555555555,70
GARLATE,LC,97038,E,4,45.80638888888888,9.402222222222223,198
GARZENO,CO,13106,F,-,46.13666666666666,9.249444444444444,345
GAVARDO,BS,17077,E,7,45.586111111111116,10.438611111111111,184
GAVARDO,BS,17077,E,3,45.586111111111116,10.438611111111111,184
GAVERINA TERME,BG,16110,E,3,45.76138888888889,9.884722222222221,400
GAVIRATE,VA,12072,E,4,45.84444444444445,8.716944444444444,238
GAZOLDO DEGLI IPPOLITI,MN,20024,E,7,45.200833333333335,10.580277777777777,30
GAZZADA SCHIANNO,VA,12073,E,4,45.780833333333334,8.823333333333332,300
GAZZANIGA,BG,16111,E,3,45.799166666666665,9.835277777777778,360
GAZZUOLO,MN,20025,E,7,45.069722222222225,10.582777777777778,19
GEMONIO,VA,12074,E,4,45.88027777777778,8.674722222222222,233
GEMONIO,VA,12074,E,2,45.88027777777778,8.674722222222222,233
GENIVOLTA,CR,19047,E,7,45.33388888888889,9.876944444444446,56
GENIVOLTA,CR,19047,E,6,45.33388888888889,9.876944444444446,56
GERA LARIO,CO,13107,E,2,46.1725,9.370555555555557,199
GERA LARIO,CO,13107,E,1,46.1725,9.370555555555557,199
GERENZAGO,PV,18071,E,6,45.20861111111111,9.36,72
GERENZANO,VA,12075,E,4,45.64083333333333,8.998333333333333,212
GERMIGNAGA,VA,12076,E,2,45.99444444444445,8.723888888888888,193
GEROLA ALTA,SO,14031,F,-,46.06194444444444,9.550555555555556,667
GESSATE,MI,15106,E,5,45.55722222222222,9.436111111111112,133
GHEDI,BS,17078,E,7,45.40416666666667,10.27638888888889,60
GHISALBA,BG,16113,E,5,45.594166666666666,9.754166666666666,155
GIANICO,BS,17079,E,3,45.86611111111111,10.182222222222222,206
GIUSSAGO,PV,18072,E,6,45.286944444444444,9.141666666666666,86
GIUSSAGO,PV,18072,E,5,45.286944444444444,9.141666666666666,86
GOITO,MN,20026,E,7,45.256388888888885,10.674166666666666,22
GOLASECCA,VA,12077,E,4,45.698611111111106,8.65611111111111,190
GOLFERENZO,PV,18074,F,-,44.96277777777778,9.307222222222222,225
GOMBITO,CR,19049,E,6,45.26305555555555,9.730833333333333,47
GONZAGA,MN,20027,E,7,44.95583333333334,10.821944444444444,17
GORDONA,SO,14032,E,2,46.2925,9.365,218
GORDONA,SO,14032,E,1,46.2925,9.365,218
GORGONZOLA,MI,15108,E,5,45.5325,9.405833333333334,123
GORLA MAGGIORE,VA,12078,E,4,45.665,8.8925,217
GORLA MINORE,VA,12079,E,5,45.64611111111111,8.899444444444445,214
GORLA MINORE,VA,12079,E,4,45.64611111111111,8.899444444444445,214
GORLAGO,BG,16114,E,5,45.67722222222222,9.826666666666666,215
GORLAGO,BG,16114,E,4,45.67722222222222,9.826666666666666,215
GORLE,BG,16115,E,4,45.70527777777778,9.719444444444445,247
GORNATE OLONA,VA,12080,E,4,45.73972222222222,8.860277777777778,246
GORNO,BG,16116,F,-,45.865,9.843333333333334,475
GOTTOLENGO,BS,17080,E,7,45.29138888888889,10.270277777777778,45
GRAFFIGNANA,LO,98028,E,6,45.211111111111116,9.454722222222221,64
GRANDATE,CO,13110,E,4,45.77833333333333,9.058055555555557,301
GRANDOLA ED UNITI,CO,13111,E,2,46.033055555555556,9.210555555555555,320
GRANTOLA,VA,12081,E,2,45.95,8.776666666666667,238
GRASSOBBIO,BG,16117,E,4,45.659444444444446,9.723611111111111,196
GRAVELLONA LOMELLINA,PV,18075,E,6,45.330000000000005,8.765,110
GREZZAGO,MI,15110,E,5,45.5925,9.496666666666666,169
GREZZAGO,MI,15110,E,4,45.5925,9.496666666666666,169
GRIANTE,CO,13113,E,2,45.99611111111111,9.234166666666665,199
GROMO,BG,16118,F,-,45.968333333333334,9.928333333333333,608
GRONE,BG,16119,E,3,45.72944444444445,9.911388888888888,307
GRONTARDO,CR,19050,E,7,45.202222222222225,10.151111111111112,44
GROPELLO CAIROLI,PV,18076,E,6,45.178888888888885,8.991944444444444,68
GROSIO,SO,14033,F,-,46.30027777777777,10.274722222222223,620
GROSIO,SO,14033,F,-,46.30027777777777,10.274722222222223,620
GROSOTTO,SO,14034,F,-,46.282777777777774,10.256666666666666,564
GROSOTTO,SO,14034,F,-,46.282777777777774,10.256666666666666,564
GRUMELLO CREMONESE ED UNITI,CR,19051,E,6,45.195277777777775,9.867222222222223,47
GRUMELLO DEL MONTE,BG,16120,E,7,45.636944444444445,9.872222222222224,183
GRUMELLO DEL MONTE,BG,16120,E,5,45.636944444444445,9.872222222222224,183
GRUMELLO DEL MONTE,BG,16120,E,4,45.636944444444445,9.872222222222224,183
GUANZATE,CO,13114,E,4,45.72555555555556,9.0125,302
GUARDAMIGLIO,LO,98029,E,6,45.11138888888889,9.681111111111111,46
GUDO VISCONTI,MI,15112,E,5,45.37583333333333,8.999444444444444,111
GUIDIZZOLO,MN,20028,E,7,45.3175,10.581944444444444,45
GUSSAGO,BS,17081,E,7,45.596111111111114,10.153055555555556,128
GUSSAGO,BS,17081,E,3,45.596111111111114,10.153055555555556,128
GUSSOLA,CR,19052,E,7,45.01166666666666,10.351388888888888,25
IDRO,BS,17082,E,3,45.740833333333335,10.482222222222223,355
IMBERSAGO,LC,97039,E,4,45.70777777777778,9.446111111111112,190
INARZO,VA,12082,E,4,45.78638888888889,8.73361111111111,239
INCUDINE,BS,17083,F,-,46.223888888888894,10.357777777777777,841
INDUNO OLONA,VA,12083,E,4,45.8525,8.838333333333335,347
INDUNO OLONA,VA,12083,E,2,45.8525,8.838333333333335,347
INTROBIO,LC,97040,E,3,45.972500000000004,9.453333333333333,528
INTROBIO,LC,97040,E,2,45.972500000000004,9.453333333333333,528
INVERIGO,CO,13118,E,4,45.74388888888889,9.226666666666667,232
INVERNO E MONTELEONE,PV,18077,E,6,45.19972222222222,9.382777777777779,71
INVERUNO,MI,15113,E,5,45.515,8.852777777777778,156
INZAGO,MI,15114,E,5,45.54138888888889,9.483333333333333,125
IRMA,BS,17084,F,-,45.77222222222222,10.284166666666666,617
ISEO,BS,17085,E,7,45.66111111111111,10.050833333333333,185
ISEO,BS,17085,E,4,45.66111111111111,10.050833333333333,185
ISEO,BS,17085,E,3,45.66111111111111,10.050833333333333,185
ISOLA DI FONDRA,BG,16121,F,-,45.980555555555554,9.747499999999999,630
ISOLA DOVARESE,CR,19053,E,7,45.175,10.312222222222223,28
ISORELLA,BS,17086,E,7,45.30916666666666,10.321111111111112,48
ISPRA,VA,12084,E,4,45.8175,8.611388888888888,193
ISSO,BG,16122,E,6,45.4775,9.760555555555555,98
ISSO,BG,16122,E,5,45.4775,9.760555555555555,98
IZANO,CR,19054,E,6,45.355555555555554,9.75388888888889,71
JERAGO CON ORAGO,VA,12085,E,4,45.70916666666667,8.791666666666666,274
LACCHIARELLA,MI,15115,E,6,45.322500000000005,9.138333333333334,90
LACCHIARELLA,MI,15115,E,5,45.322500000000005,9.138333333333334,90
LAGLIO,CO,13119,E,2,45.882777777777775,9.138055555555555,199
LAINATE,MI,15116,E,5,45.57194444444445,9.028611111111111,163
LAINATE,MI,15116,E,4,45.57194444444445,9.028611111111111,163
LAINO,CO,13120,F,-,45.98555555555556,9.07638888888889,425
LALLIO,BG,16123,E,4,45.66722222222222,9.63,205
LAMBRUGO,CO,13121,E,4,45.75944444444445,9.242222222222221,238
LANDRIANO,PV,18078,E,6,45.31333333333333,9.260833333333334,81
LANDRIANO,PV,18078,E,5,45.31333333333333,9.260833333333334,81
LANGOSCO,PV,18079,E,6,45.214444444444446,8.565000000000001,104
LANZADA,SO,14036,F,-,46.27166666666667,9.874166666666667,950
LARDIRAGO,PV,18080,E,6,45.23722222222222,9.232222222222223,75
LASNIGO,CO,13123,E,2,45.88333333333333,9.268333333333334,507
LAVENA PONTE TRESA,VA,12086,E,2,45.95888888888889,8.870277777777778,271
LAVENONE,BS,17087,E,3,45.74,10.438611111111111,330
LECCO,LC,97042,E,4,45.85305555555556,9.393888888888888,198
LEFFE,BG,16124,E,3,45.801944444444445,9.886111111111111,415
LEGGIUNO,VA,12088,E,4,45.876666666666665,8.620277777777778,193
LEGNANO,MI,15118,E,5,45.59583333333334,8.92,192
LENNA,BG,16125,E,3,45.945277777777775,9.678888888888888,440
LENO,BS,17088,E,7,45.3675,10.219722222222222,50
LEVATE,BG,16126,E,5,45.626111111111115,9.625,180
LEZZENO,CO,13126,E,2,45.94694444444444,9.195,199
LIERNA,LC,97043,E,2,45.961666666666666,9.303611111111111,199
LIMIDO COMASCO,CO,13128,E,4,45.692499999999995,8.981388888888889,251
LIMONE SUL GARDA,BS,17089,E,3,45.81527777777777,10.792777777777777,65
LINAROLO,PV,18081,E,6,45.16138888888889,9.270000000000001,59
LIPOMO,CO,13129,E,4,45.795833333333334,9.120555555555557,329
LIRIO,PV,18082,E,8,44.99472222222222,9.25611111111111,145
LISCATE,MI,15122,E,5,45.48222222222223,9.409444444444444,105
LIVIGNO,SO,14037,F,-,46.54055555555556,10.135277777777777,1693
LIVO,CO,13130,F,-,46.170833333333334,9.303055555555556,300
LIVO,CO,13130,F,-,46.170833333333334,9.303055555555556,300
LIVRAGA,LO,98030,E,6,45.19472222222222,9.548055555555555,62
LOCATE DI TRIULZI,MI,15125,E,6,45.36027777777778,9.225277777777778,92
LOCATE DI TRIULZI,MI,15125,E,5,45.36027777777778,9.225277777777778,92
LOCATE VARESINO,CO,13131,E,4,45.690555555555555,8.931111111111111,260
LOCATELLO,BG,16127,E,3,45.84027777777778,9.535277777777777,440
LODI,LO,98031,E,6,45.31638888888889,9.504166666666666,65
